ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y
267D UPPER PAYA LEBAR ROAD SINGAPORE 535001,267D,NIL,1.3433190973754,103.882030820038,103.882030820038,535001,UPPER PAYA LEBAR ROAD,267D UPPER PAYA LEBAR ROAD SINGAPORE 535001,33421.1422038591,36162.9709291719
267E UPPER PAYA LEBAR ROAD SINGAPORE 535002,267E,NIL,1.34337923407092,103.881986668903,103.881986668903,535002,UPPER PAYA LEBAR ROAD,267E UPPER PAYA LEBAR ROAD SINGAPORE 535002,33416.2285296498,36169.6204419788
1 THRIFT DRIVE SINGAPORE 535009,1,NIL,1.34253770841746,103.884368595874,103.884368595874,535009,THRIFT DRIVE,1 THRIFT DRIVE SINGAPORE 535009,33681.3130793395,36076.5742083248
2 THRIFT DRIVE SINGAPORE 535010,2,NIL,1.34288375329134,103.88450716531,103.88450716531,535010,THRIFT DRIVE,2 THRIFT DRIVE SINGAPORE 535010,33696.7335576639,36114.838418249
3 THRIFT DRIVE SINGAPORE 535011,3,NIL,1.34258585352148,103.88432185916,103.88432185916,535011,THRIFT DRIVE,3 THRIFT DRIVE SINGAPORE 535011,33676.1116776774,36081.897741301
4 THRIFT DRIVE SINGAPORE 535012,4,NIL,1.34302991989992,103.884409293696,103.884409293696,535012,THRIFT DRIVE,4 THRIFT DRIVE SINGAPORE 535012,33685.8411697038,36131.0005529784
5 THRIFT DRIVE SINGAPORE 535013,5,NIL,1.34263080035837,103.884286858685,103.884286858685,535013,THRIFT DRIVE,5 THRIFT DRIVE SINGAPORE 535013,33672.2164000487,36086.8676534239
6 THRIFT DRIVE SINGAPORE 535014,6,NIL,1.34315771560217,103.884292382823,103.884292382823,535014,THRIFT DRIVE,6 THRIFT DRIVE SINGAPORE 535014,33672.8299623467,36145.1312822476
7 THRIFT DRIVE SINGAPORE 535015,7,NIL,1.34265655221999,103.88423929497,103.88423929497,535015,THRIFT DRIVE,7 THRIFT DRIVE SINGAPORE 535015,33666.9230139842,36089.7150534559
8 THRIFT DRIVE SINGAPORE 535016,8,NIL,1.34328737049923,103.884135897556,103.884135897556,535016,THRIFT DRIVE,8 THRIFT DRIVE SINGAPORE 535016,33655.4145514835,36159.4675008599
8A THRIFT DRIVE SINGAPORE 535017,8A,NIL,1.34331813000905,103.884049837621,103.884049837621,535017,THRIFT DRIVE,8A THRIFT DRIVE SINGAPORE 535017,33645.8369442001,36162.8685325831
9 THRIFT DRIVE SINGAPORE 535018,9,NIL,1.34269776360811,103.884195518838,103.884195518838,535018,THRIFT DRIVE,9 THRIFT DRIVE SINGAPORE 535018,33662.0511095934,36094.2718984038
10 THRIFT DRIVE SINGAPORE 535019,10,NIL,1.34343750001785,103.884007277458,103.884007277458,535019,THRIFT DRIVE,10 THRIFT DRIVE SINGAPORE 535019,33641.1001863563,36176.0677646548
11 THRIFT DRIVE SINGAPORE 535020,11,NIL,1.34273155942216,103.884159014646,103.884159014646,535020,THRIFT DRIVE,11 THRIFT DRIVE SINGAPORE 535020,33657.9885105509,36098.0087836739
