ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y
1 HAIG ROAD HAIG VIEW SINGAPORE 430001,1,HAIG VIEW,1.31129091152627,103.897703432652,103.897703432652,430001,HAIG ROAD,HAIG VIEW,35165.4262051461,32621.4964887463
2 HAIG ROAD HAIG VIEW SINGAPORE 430002,2,HAIG VIEW,1.31229349318871,103.897692815712,103.897692815712,430002,HAIG ROAD,HAIG VIEW,35164.2417886751,32732.3568534125
3 HAIG ROAD HAIG VIEW SINGAPORE 430003,3,HAIG VIEW,1.31170258964814,103.897379475186,103.897379475186,430003,HAIG ROAD,HAIG VIEW,35129.3716185698,32667.0168424062
4 HAIG ROAD HAIG VIEW SINGAPORE 430004,4,HAIG VIEW,1.31210124370815,103.897187082666,103.897187082666,430004,HAIG ROAD,HAIG VIEW,35107.9590177769,32711.0974388849
5 HAIG ROAD HAIG VIEW SINGAPORE 430005,5,HAIG VIEW,1.31258917369124,103.896591193187,103.896591193187,430005,HAIG ROAD,HAIG VIEW,35041.6407758044,32765.0485761929
6 HAIG ROAD HAIG VIEW SINGAPORE 430006,6,HAIG VIEW,1.31317618810987,103.897214949603,103.897214949603,430006,HAIG ROAD,HAIG VIEW,35111.0573091256,32829.9594174586
7 HAIG ROAD HAIG VIEW SINGAPORE 430007,7,HAIG VIEW,1.31380661212249,103.896910477404,103.896910477404,430007,HAIG ROAD,HAIG VIEW,35077.1706668837,32899.6676433384
8 HAIG ROAD HAIG VIEW SINGAPORE 430008,8,HAIG VIEW,1.31366979476128,103.896069587743,103.896069587743,430008,HAIG ROAD,HAIG VIEW,34983.5880240221,32884.5367085468
9 HAIG ROAD HAIG VIEW SINGAPORE 430009,9,HAIG VIEW,1.31443381495978,103.896061149264,103.896061149264,430009,HAIG ROAD,HAIG VIEW,34982.6467805328,32969.0181621872
10 HAIG ROAD DBS HAIG ROAD SINGAPORE 430010,10,DBS HAIG ROAD,1.3148464110566,103.895864993673,103.895864993673,430010,HAIG ROAD,DBS HAIG ROAD,34960.8153919168,33014.6403978802
11 HAIG ROAD HAIG VIEW SINGAPORE 430011,11,HAIG VIEW,1.31483626965284,103.896637295254,103.896637295254,430011,HAIG ROAD,HAIG VIEW,35046.765205984,33013.5211786479
12 HAIG ROAD DBS CHEERS HAIG ROAD SINGAPORE 430012,12,DBS CHEERS HAIG ROAD,1.31560895809203,103.896081274411,103.896081274411,430012,HAIG ROAD,DBS CHEERS HAIG ROAD,34984.8832515813,33098.959584862
13 HAIG ROAD HAIG ROAD MARKET AND COOKED FOOD CENTRE SINGAPORE 430013,13,HAIG ROAD MARKET AND COOKED FOOD CENTRE,1.31510752106275,103.895587944619,103.895587944619,430013,HAIG ROAD,HAIG ROAD MARKET AND COOKED FOOD CENTRE,34929.98176012,33043.5118470974
14 HAIG ROAD HAIG ROAD MARKET AND COOKED FOOD CENTRE SINGAPORE 430014,14,HAIG ROAD MARKET AND COOKED FOOD CENTRE,1.31542619208207,103.895476481407,103.895476481407,430014,HAIG ROAD,HAIG ROAD MARKET AND COOKED FOOD CENTRE,34917.5760940453,33078.7485624868
21 HAIG ROAD HAIG VISTA SINGAPORE 430021,21,HAIG VISTA,1.31315945669663,103.895216199983,103.895216199983,430021,HAIG ROAD,HAIG VISTA,34888.6154753491,32828.1037479136
22 HAIG ROAD HAIG VISTA SINGAPORE 430022,22,HAIG VISTA,1.31379131490541,103.89522868303,103.89522868303,430022,HAIG ROAD,HAIG VISTA,34890.0029899906,32897.9714557994
23 HAIG ROAD HAIG VISTA SINGAPORE 430023,23,HAIG VISTA,1.31354196455528,103.895481765493,103.895481765493,430023,HAIG ROAD,HAIG VISTA,34918.1693465263,32870.4002586268
1 KAMPONG KAYU ROAD DI TANJONG RHU SINGAPORE 431001,1,DI TANJONG RHU,1.30355769675629,103.883796413118,103.883796413118,431001,KAMPONG KAYU ROAD,DI TANJONG RHU,33617.7229815433,31766.3615687303
2 JALAN BATU DI TANJONG RHU SINGAPORE 431002,2,DI TANJONG RHU,1.30315437968651,103.883912023247,103.883912023247,431002,JALAN BATU,DI TANJONG RHU,33630.59023437,31721.7650847379
3 JALAN BATU DI TANJONG RHU SINGAPORE 431003,3,DI TANJONG RHU,1.30288393170238,103.883934229235,103.883934229235,431003,JALAN BATU,DI TANJONG RHU,33633.0621600635,31691.8603773601
4 JALAN BATU DI TANJONG RHU SINGAPORE 431004,4,DI TANJONG RHU,1.30186342536084,103.884045467548,103.884045467548,431004,JALAN BATU,DI TANJONG RHU,33645.444247379,31579.0182467289
5 JALAN BATU DI TANJONG RHU SINGAPORE 431005,5,DI TANJONG RHU,1.30156359677462,103.884028473673,103.884028473673,431005,JALAN BATU,DI TANJONG RHU,33643.5536485799,31545.8646950517
6 JALAN BATU DI TANJONG RHU SINGAPORE 431006,6,DI TANJONG RHU,1.30129028933217,103.884012115114,103.884012115114,431006,JALAN BATU,DI TANJONG RHU,33641.7336952556,31515.6437175125
7 JALAN BATU DI TANJONG RHU SINGAPORE 431007,7,DI TANJONG RHU,1.30237002555566,103.88359641393,103.88359641393,431007,JALAN BATU,DI TANJONG RHU,33595.467508208,31635.0345080309
8 JALAN BATU DI TANJONG RHU SINGAPORE 431008,8,DI TANJONG RHU,1.30263933968389,103.883179671688,103.883179671688,431008,JALAN BATU,DI TANJONG RHU,33549.0872713989,31664.8129676469
9 JALAN BATU DI TANJONG RHU SINGAPORE 431009,9,DI TANJONG RHU,1.30283219012693,103.882979059119,103.882979059119,431009,JALAN BATU,DI TANJONG RHU,33526.7604866931,31686.1369437836
10 JALAN BATU DI TANJONG RHU SINGAPORE 431010,10,DI TANJONG RHU,1.30204488252463,103.882887148325,103.882887148325,431010,JALAN BATU,DI TANJONG RHU,33516.5333587471,31599.0802900884
11 JALAN BATU DI TANJONG RHU SINGAPORE 431011,11,DI TANJONG RHU,1.30169639051101,103.882578686361,103.882578686361,431011,JALAN BATU,DI TANJONG RHU,33482.2050763536,31560.5451514423
12 KAMPONG ARANG ROAD SINGAPORE 431012,12,NIL,1.30082885462595,103.883694825656,103.883694825656,431012,KAMPONG ARANG ROAD,12 KAMPONG ARANG ROAD SINGAPORE 431012,33606.4232470589,31464.6199179813
14 KAMPONG ARANG ROAD SINGAPORE 431014,14,NIL,1.30016459105,103.884228450233,103.884228450233,431014,KAMPONG ARANG ROAD,14 KAMPONG ARANG ROAD SINGAPORE 431014,33665.8123605903,31391.1702363659
4A JALAN BATU JALAN BATU HAWKER CENTRE SINGAPORE 432004,4A,JALAN BATU HAWKER CENTRE,1.30235422535987,103.883979883516,103.883979883516,432004,JALAN BATU,JALAN BATU HAWKER CENTRE,33638.144245334,31633.288257245
5A JALAN BATU DI TANJONG RHU SINGAPORE 432005,5A,DI TANJONG RHU,1.30148068202243,103.883496293395,103.883496293395,432005,JALAN BATU,DI TANJONG RHU,33584.3269530488,31536.6952212602
14A KAMPONG ARANG ROAD MULTI STOREY CAR PARK SINGAPORE 432014,14A,MULTI STOREY CAR PARK,1.30034301357639,103.883651172776,103.883651172776,432014,KAMPONG ARANG ROAD,MULTI STOREY CAR PARK,33601.5661437111,31410.8980001137
