ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y
1 TECK WHYE AVENUE TECK WHYE HEIGHTS I SINGAPORE 680001,1,TECK WHYE HEIGHTS I,1.38253882861956,103.751710905678,103.751710905678,680001,TECK WHYE AVENUE,TECK WHYE HEIGHTS I,18918.0992086232,40499.791063603
2 TECK WHYE AVENUE KOWABUNGA! EDUCATION CENTRE LLP @ TECK WHYE SINGAPORE 680002,2,KOWABUNGA! EDUCATION CENTRE LLP @ TECK WHYE,1.38194642527068,103.751888178683,103.751888178683,680002,TECK WHYE AVENUE,KOWABUNGA! EDUCATION CENTRE LLP @ TECK WHYE,18937.8252168279,40434.2853656542
3 TECK WHYE AVENUE PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG 3 (CC) SINGAPORE 680003,3,PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG 3 (CC),1.38247656452574,103.752527980381,103.752527980381,680003,TECK WHYE AVENUE,PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG 3 (CC),19009.0291048549,40492.9030996207
4 TECK WHYE AVENUE TECK WHYE HEIGHTS I SINGAPORE 680004,4,TECK WHYE HEIGHTS I,1.38193929484651,103.752806721707,103.752806721707,680004,TECK WHYE AVENUE,TECK WHYE HEIGHTS I,19040.047492425,40433.4934341293
5 TECK WHYE AVENUE TECK WHYE HEIGHTS I SINGAPORE 680005,5,TECK WHYE HEIGHTS I,1.38211439144289,103.75356509712,103.75356509712,680005,TECK WHYE AVENUE,TECK WHYE HEIGHTS I,19124.4457999151,40452.8518982064
6 TECK WHYE AVENUE NEW LIFE CHILDREN & STUDENT CARE @ TECK WHYE SINGAPORE 680006,6,NEW LIFE CHILDREN & STUDENT CARE @ TECK WHYE,1.38158682382234,103.753828252297,103.753828252297,680006,TECK WHYE AVENUE,NEW LIFE CHILDREN & STUDENT CARE @ TECK WHYE,19153.7297109449,40394.5151116643
7 TECK WHYE AVENUE TECK WHYE HEIGHTS I SINGAPORE 680007,7,TECK WHYE HEIGHTS I,1.38147444864872,103.754521535437,103.754521535437,680007,TECK WHYE AVENUE,TECK WHYE HEIGHTS I,19230.8830133164,40382.0866537988
8 TECK WHYE AVENUE TECK WHYE HEIGHTS II SINGAPORE 680008,8,TECK WHYE HEIGHTS II,1.38066226970719,103.754670556697,103.754670556697,680008,TECK WHYE AVENUE,TECK WHYE HEIGHTS II,19247.4642385487,40292.2793970834
9 TECK WHYE LANE SINGAPORE 680009,9,NIL,1.38003501182773,103.754145535915,103.754145535915,680009,TECK WHYE LANE,9 TECK WHYE LANE SINGAPORE 680009,19189.0336817931,40222.9222798143
10 TECK WHYE AVENUE PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 10 (KN) SINGAPORE 680010,10,PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 10 (KN),1.38047054647235,103.755211077169,103.755211077169,680010,TECK WHYE AVENUE,PCF SPARKLETOTS PRESCHOOL @ CHUA CHU KANG BLK 10 (KN),19307.6167106293,40271.0776127968
11 TECK WHYE LANE TECK WHYE HEIGHTS II SINGAPORE 680011,11,TECK WHYE HEIGHTS II,1.37976221059279,103.754969354123,103.754969354123,680011,TECK WHYE LANE,TECK WHYE HEIGHTS II,19280.7133765183,40192.7542409785
12 TECK WHYE LANE TECK WHYE HEIGHTS II SINGAPORE 680012,12,TECK WHYE HEIGHTS II,1.37946433280774,103.755671539991,103.755671539991,680012,TECK WHYE LANE,TECK WHYE HEIGHTS II,19358.8568354407,40159.8138364423
13 TECK WHYE LANE TECK WHYE HEIGHTS II SINGAPORE 680013,13,TECK WHYE HEIGHTS II,1.37894634652916,103.755847939018,103.755847939018,680013,TECK WHYE LANE,TECK WHYE HEIGHTS II,19378.4859860977,40102.5368530825
14 TECK WHYE LANE TECK WHYE HEIGHTS II SINGAPORE 680014,14,TECK WHYE HEIGHTS II,1.37848150958552,103.755675386906,103.755675386906,680014,TECK WHYE LANE,TECK WHYE HEIGHTS II,19359.2814044487,40051.1381240375
15 TECK WHYE LANE TECK WHYE HEIGHTS III SINGAPORE 680015,15,TECK WHYE HEIGHTS III,1.37913357256794,103.7547387164,103.7547387164,680015,TECK WHYE LANE,TECK WHYE HEIGHTS III,19255.0439772988,40123.2434228882
