ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y
1 EAST COAST ROAD SINGAPORE 450001,1,NIL,1.31176289799415,103.923113122199,103.923113122199,450001,EAST COAST ROAD,1 EAST COAST ROAD SINGAPORE 450001,37993.284833611,32673.7734433394
2 EAST COAST ROAD SINGAPORE 450002,2,NIL,1.31190862291575,103.923474271929,103.923474271929,450002,EAST COAST ROAD,2 EAST COAST ROAD SINGAPORE 450002,38033.4768416854,32689.8884205502
3 EAST COAST ROAD SINGAPORE 450003,3,NIL,1.31155871137393,103.923291405589,103.923291405589,450003,EAST COAST ROAD,3 EAST COAST ROAD SINGAPORE 450003,38013.1269195331,32651.1962213367
4 EAST COAST ROAD SINGAPORE 450004,4,NIL,1.31163019922083,103.923477420109,103.923477420109,450004,EAST COAST ROAD,4 EAST COAST ROAD SINGAPORE 450004,38033.8283135127,32659.1017343961
2D EAST COAST TERRACE SINGAPORE 454762,2D,NIL,1.31004242627506,103.921342110896,103.921342110896,454762,EAST COAST TERRACE,2D EAST COAST TERRACE SINGAPORE 454762,37796.1945246877,32483.5253029391
2E EAST COAST TERRACE SINGAPORE 454763,2E,NIL,1.3101236999754,103.921310715627,103.921310715627,454763,EAST COAST TERRACE,2E EAST COAST TERRACE SINGAPORE 454763,37792.7002070397,32492.5120186452
2F EAST COAST TERRACE SINGAPORE 454764,2F,NIL,1.31017517124576,103.921288816043,103.921288816043,454764,EAST COAST TERRACE,2F EAST COAST TERRACE SINGAPORE 454764,37790.2627868466,32498.203368159
2G EAST COAST TERRACE SINGAPORE 454765,2G,NIL,1.31022662800549,103.921266991521,103.921266991521,454765,EAST COAST TERRACE,2G EAST COAST TERRACE SINGAPORE 454765,37787.8337206179,32503.8931134697
2H EAST COAST TERRACE SINGAPORE 454766,2H,NIL,1.31028060531912,103.921244492052,103.921244492052,454766,EAST COAST TERRACE,2H EAST COAST TERRACE SINGAPORE 454766,37785.3295292528,32509.8615663759
1D EAST COAST AVENUE CAYMAN RESIDENCES SINGAPORE 454772,1D,CAYMAN RESIDENCES,1.30943668914688,103.921633396414,103.921633396414,454772,EAST COAST AVENUE,CAYMAN RESIDENCES,37828.6142593678,32416.5470675826
1E EAST COAST AVENUE CAYMAN RESIDENCES SINGAPORE 454773,1E,CAYMAN RESIDENCES,1.30948740512734,103.921613296999,103.921613296999,454773,EAST COAST AVENUE,CAYMAN RESIDENCES,37826.3771829586,32422.1549077295
1F EAST COAST AVENUE CAYMAN RESIDENCES SINGAPORE 454774,1F,CAYMAN RESIDENCES,1.30953813096218,103.921593194319,103.921593194319,454774,EAST COAST AVENUE,CAYMAN RESIDENCES,37824.1397433346,32427.7638375238
1G EAST COAST AVENUE CAYMAN RESIDENCES SINGAPORE 454775,1G,CAYMAN RESIDENCES,1.30959118405318,103.921573617715,103.921573617715,454775,EAST COAST AVENUE,CAYMAN RESIDENCES,37821.960841991,32433.6301057171
1H EAST COAST AVENUE CAYMAN RESIDENCES SINGAPORE 454776,1H,CAYMAN RESIDENCES,1.30966896645296,103.92153005974,103.92153005974,454776,EAST COAST AVENUE,CAYMAN RESIDENCES,37817.1129401112,32442.2307230216
1J EAST COAST AVENUE CAYMAN RESIDENCES SINGAPORE 454777,1J,CAYMAN RESIDENCES,1.30972440027665,103.921508216329,103.921508216329,454777,EAST COAST AVENUE,CAYMAN RESIDENCES,37814.6817551227,32448.3602318689
3A EAST COAST AVENUE CAYMAN RESIDENCES SINGAPORE 454778,3A,CAYMAN RESIDENCES,1.30980901904837,103.921876482954,103.921876482954,454778,EAST COAST AVENUE,CAYMAN RESIDENCES,37855.6660882067,32457.7183962706
