ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y
18D HOLLAND DRIVE BUONA VISTA COURT SINGAPORE 275018,18D,BUONA VISTA COURT,1.30998398427407,103.792601366744,103.792601366744,275018,HOLLAND DRIVE,BUONA VISTA COURT,23468.556977069,32476.9279418681
7 HOLLAND VILLAGE WAY ONE HOLLAND VILLAGE SINGAPORE 275748,7,ONE HOLLAND VILLAGE,1.31113116914344,103.794039014348,103.794039014348,275748,HOLLAND VILLAGE WAY,ONE HOLLAND VILLAGE,23628.5556577574,32603.7752199061
87 HOLLAND ROAD HYLL ON HOLLAND SINGAPORE 275749,87,HYLL ON HOLLAND,1.31049636845377,103.802392230378,103.802392230378,275749,HOLLAND ROAD,HYLL ON HOLLAND,24558.1888936833,32533.5691764988
89 HOLLAND ROAD HYLL ON HOLLAND SINGAPORE 275750,89,HYLL ON HOLLAND,1.31034080807782,103.802891320917,103.802891320917,275750,HOLLAND ROAD,HYLL ON HOLLAND,24613.732762563,32516.3674273323
99 HOLLAND ROAD HYLL ON HOLLAND SINGAPORE 275751,99,HYLL ON HOLLAND,1.31072731348367,103.80192086617,103.80192086617,275751,HOLLAND ROAD,HYLL ON HOLLAND,24505.7308154749,32559.1065467726
5 HOLLAND VILLAGE WAY ONE HOLLAND VILLAGE RESIDENCES SINGAPORE 275752,5,ONE HOLLAND VILLAGE RESIDENCES,1.31210286582964,103.793774278922,103.793774278922,275752,HOLLAND VILLAGE WAY,ONE HOLLAND VILLAGE RESIDENCES,23599.0948000941,32711.2209322583
3 HOLLAND VILLAGE WAY ONE HOLLAND VILLAGE RESIDENCES SINGAPORE 275753,3,ONE HOLLAND VILLAGE RESIDENCES,1.31262160854589,103.793704666689,103.793704666689,275753,HOLLAND VILLAGE WAY,ONE HOLLAND VILLAGE RESIDENCES,23591.3485268969,32768.5809709653
1 HOLLAND VILLAGE WAY ONE HOLLAND VILLAGE RESIDENCES SINGAPORE 275754,1,ONE HOLLAND VILLAGE RESIDENCES,1.3123621720005,103.793301226982,103.793301226982,275754,HOLLAND VILLAGE WAY,ONE HOLLAND VILLAGE RESIDENCES,23546.449060387,32739.8945196643
355 HOLLAND ROAD SINGAPORE 275755,355,NIL,1.31975426136661,103.781530419969,103.781530419969,275755,HOLLAND ROAD,355 HOLLAND ROAD SINGAPORE 275755,22236.4867742714,33557.2981581446
442B HOLLAND ROAD BAN GUAN PARK SINGAPORE 275756,442B,BAN GUAN PARK,1.32274356367187,103.784008781374,103.784008781374,275756,HOLLAND ROAD,BAN GUAN PARK,22512.3106769947,33887.8343774322
99 GROVE DRIVE GROVE RESIDENCE SINGAPORE 275758,99,GROVE RESIDENCE,1.31269114403389,103.785475306993,103.785475306993,275758,GROVE DRIVE,GROVE RESIDENCE,22675.4990583435,32776.2858678289
29A GROVE DRIVE HENRY PARK SINGAPORE 275759,29A,HENRY PARK,1.31305231159182,103.783200770703,103.783200770703,275759,GROVE DRIVE,HENRY PARK,22422.3655496128,32816.2268937826
10 SIXTH AVENUE SINGAPORE 275761,10,NIL,1.33117535907387,103.794928937049,103.794928937049,275761,SIXTH AVENUE,10 SIXTH AVENUE SINGAPORE 275761,23727.6299117077,34820.1578014847
136 SIXTH AVENUE SINGAPORE 275762,136,NIL,1.32775536478347,103.793554619229,103.793554619229,275762,SIXTH AVENUE,136 SIXTH AVENUE SINGAPORE 275762,23574.6764371777,34441.9946979415
134 SIXTH AVENUE SINGAPORE 275763,134,NIL,1.32788353710785,103.793617468562,103.793617468562,275763,SIXTH AVENUE,134 SIXTH AVENUE SINGAPORE 275763,23581.6711563384,34456.167227298
11 HOLLAND LINK ELEVEN @ HOLLAND SINGAPORE 275764,11,ELEVEN @ HOLLAND,1.3286910914278,103.789742165956,103.789742165956,275764,HOLLAND LINK,ELEVEN @ HOLLAND,23150.3909800462,34545.4697351176
1A HOLLAND GROVE VIEW SINGAPORE 275766,1A,NIL,1.31159134199618,103.784016363759,103.784016363759,275766,HOLLAND GROVE VIEW,1A HOLLAND GROVE VIEW SINGAPORE 275766,22513.1301221186,32654.6785225961
289A HOLLAND ROAD MCMAHON PARK SINGAPORE 275767,289A,MCMAHON PARK,1.3176782498413,103.786299341861,103.786299341861,275767,HOLLAND ROAD,MCMAHON PARK,22767.2167091202,33327.732845204
287A HOLLAND ROAD MCMAHON PARK SINGAPORE 275768,287A,MCMAHON PARK,1.31763824386346,103.786462302465,103.786462302465,275768,HOLLAND ROAD,MCMAHON PARK,22785.3525585318,33323.3088464364
438 HOLLAND ROAD BAN GUAN PARK SINGAPORE 275769,438,BAN GUAN PARK,1.32247408526228,103.783495001295,103.783495001295,275769,HOLLAND ROAD,BAN GUAN PARK,22455.1314592231,33858.0379689019
263 SIXTH AVENUE PALMS @ SIXTH AVENUE SINGAPORE 275770,263,PALMS @ SIXTH AVENUE,1.32413277739038,103.792365677725,103.792365677725,275770,SIXTH AVENUE,PALMS @ SIXTH AVENUE,23442.352712309,34041.4296240229
249 SIXTH AVENUE PALMS @ SIXTH AVENUE SINGAPORE 275771,249,PALMS @ SIXTH AVENUE,1.32382755023937,103.792732681136,103.792732681136,275771,SIXTH AVENUE,PALMS @ SIXTH AVENUE,23483.195966322,34007.6784915421
247 SIXTH AVENUE PALMS @ SIXTH AVENUE SINGAPORE 275772,247,PALMS @ SIXTH AVENUE,1.32397746437509,103.792862739102,103.792862739102,275772,SIXTH AVENUE,PALMS @ SIXTH AVENUE,23497.6703885468,34024.2549949698
245 SIXTH AVENUE PALMS @ SIXTH AVENUE SINGAPORE 275773,245,PALMS @ SIXTH AVENUE,1.32401683076341,103.792815400576,103.792815400576,275773,SIXTH AVENUE,PALMS @ SIXTH AVENUE,23492.4021551767,34028.6080153156
243 SIXTH AVENUE PALMS @ SIXTH AVENUE SINGAPORE 275774,243,PALMS @ SIXTH AVENUE,1.32406444839562,103.792758419892,103.792758419892,275774,SIXTH AVENUE,PALMS @ SIXTH AVENUE,23486.0608612485,34033.8734337632
241 SIXTH AVENUE PALMS @ SIXTH AVENUE SINGAPORE 275775,241,PALMS @ SIXTH AVENUE,1.32410381478184,103.792711081091,103.792711081091,275775,SIXTH AVENUE,PALMS @ SIXTH AVENUE,23480.7925976105,34038.226454109
239 SIXTH AVENUE PALMS @ SIXTH AVENUE SINGAPORE 275776,239,PALMS @ SIXTH AVENUE,1.32415142036853,103.79265417846,103.79265417846,275776,SIXTH AVENUE,PALMS @ SIXTH AVENUE,23474.4599905936,34043.4905407652
