ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y
13A TANAH MERAH COAST ROAD CHANGI EAST DORMITORY SINGAPORE 498708,13A,CHANGI EAST DORMITORY,1.35411797061957,104.002489550069,104.002489550069,498708,TANAH MERAH COAST ROAD,CHANGI EAST DORMITORY,46826.8299221462,37357.657871712
15A TANAH MERAH COAST ROAD CHANGI EAST DORMITORY SINGAPORE 498709,15A,CHANGI EAST DORMITORY,1.3548176405736,104.003025903659,104.003025903659,498709,TANAH MERAH COAST ROAD,CHANGI EAST DORMITORY,46886.514814415,37435.0283165984
17A TANAH MERAH COAST ROAD CHANGI EAST DORMITORY SINGAPORE 498710,17A,CHANGI EAST DORMITORY,1.35465155308362,104.00341365541,104.00341365541,498710,TANAH MERAH COAST ROAD,CHANGI EAST DORMITORY,46929.6686354997,37416.6661534719
19A TANAH MERAH COAST ROAD CHANGI EAST DORMITORY SINGAPORE 498711,19A,CHANGI EAST DORMITORY,1.35377849750028,104.003285020287,104.003285020287,498711,TANAH MERAH COAST ROAD,CHANGI EAST DORMITORY,46915.3597186096,37320.1266918182
21A TANAH MERAH COAST ROAD CHANGI EAST DORMITORY SINGAPORE 498712,21A,CHANGI EAST DORMITORY,1.35301708879847,104.002720974363,104.002720974363,498712,TANAH MERAH COAST ROAD,CHANGI EAST DORMITORY,46852.593424527,37235.9292426668
20 CHANGI EAST CLOSE SINGAPORE 498713,20,NIL,1.32385844927902,104.004892408668,104.004892408668,498713,CHANGI EAST CLOSE,20 CHANGI EAST CLOSE SINGAPORE 498713,47094.47602103,34011.7185712047
35A TANAH MERAH COAST ROAD CHANGI EAST PASS OFFICE SINGAPORE 498714,35A,CHANGI EAST PASS OFFICE,1.31936585952309,103.989093092792,103.989093092792,498714,TANAH MERAH COAST ROAD,CHANGI EAST PASS OFFICE,45336.1944696,33514.8331758343
33A TANAH MERAH COAST ROAD HSJV DORMITORY SINGAPORE 498715,33A,HSJV DORMITORY,1.32032242412083,103.987199113547,103.987199113547,498715,TANAH MERAH COAST ROAD,HSJV DORMITORY,45125.4058700902,33620.5924469363
69 TANAH MERAH COAST ROAD SINGAPORE 498716,69,NIL,1.34674169937585,104.006224740975,104.006224740975,498716,TANAH MERAH COAST ROAD,69 TANAH MERAH COAST ROAD SINGAPORE 498716,47242.5739964163,36542.0530595034
68 TANAH MERAH COAST ROAD CHANGI LODGE 2 SINGAPORE 498717,68,CHANGI LODGE 2,1.31291407093501,103.995776690329,103.995776690329,498717,TANAH MERAH COAST ROAD,CHANGI LODGE 2,46080.0625561951,32801.472220296
