ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y
1 PINE CLOSE SINGAPORE 390001,1,NIL,1.30787056219408,103.883192164927,103.883192164927,390001,PINE CLOSE,1 PINE CLOSE SINGAPORE 390001,33550.466189933,32243.2548700534
9 PINE CLOSE SINGAPORE 390009,9,NIL,1.30946949657983,103.882437524567,103.882437524567,390009,PINE CLOSE,9 PINE CLOSE SINGAPORE 390009,33466.4782557664,32420.0552177001
10 DAKOTA CRESCENT SINGAPORE 390010,10,NIL,1.30634114614887,103.884458183612,103.884458183612,390010,DAKOTA CRESCENT,10 DAKOTA CRESCENT SINGAPORE 390010,33691.3657728955,32074.1426810753
12 DAKOTA CRESCENT SINGAPORE 390012,12,NIL,1.30577534295221,103.884729609178,103.884729609178,390012,DAKOTA CRESCENT,12 DAKOTA CRESCENT SINGAPORE 390012,33721.5742194885,32011.579666771
13 OLD AIRPORT ROAD SINGAPORE 390013,13,NIL,1.30707415731033,103.883582973686,103.883582973686,390013,OLD AIRPORT ROAD,13 OLD AIRPORT ROAD SINGAPORE 390013,33593.9613430705,32155.1933495663
14 OLD AIRPORT ROAD SINGAPORE 390014,14,NIL,1.30683864206804,103.884572501087,103.884572501087,390014,OLD AIRPORT ROAD,14 OLD AIRPORT ROAD SINGAPORE 390014,33704.08713404,32129.1535004936
16 DAKOTA CRESCENT SINGAPORE 390016,16,NIL,1.30617081988265,103.884888897347,103.884888897347,390016,DAKOTA CRESCENT,16 DAKOTA CRESCENT SINGAPORE 390016,33739.300633885,32055.3098508026
18 DAKOTA CRESCENT SINGAPORE 390018,18,NIL,1.30596862861613,103.885199137384,103.885199137384,390018,DAKOTA CRESCENT,18 DAKOTA CRESCENT SINGAPORE 390018,33773.8279585391,32032.953282401
20 DAKOTA CRESCENT SINGAPORE 390020,20,NIL,1.30661315473897,103.88503140857,103.88503140857,390020,DAKOTA CRESCENT,20 DAKOTA CRESCENT SINGAPORE 390020,33755.1598163657,32104.2213082872
21 OLD AIRPORT ROAD SINGAPORE 390021,21,NIL,1.30758613944429,103.884413042642,103.884413042642,390021,OLD AIRPORT ROAD,21 OLD AIRPORT ROAD SINGAPORE 390021,33686.3391991071,32211.8075851537
32 CASSIA CRESCENT SINGAPORE 390032,32,NIL,1.30941607107151,103.883900101162,103.883900101162,390032,CASSIA CRESCENT,32 CASSIA CRESCENT SINGAPORE 390032,33629.2494837632,32414.1509329192
34 CASSIA CRESCENT SINGAPORE 390034,34,NIL,1.30964078422608,103.884471779925,103.884471779925,390034,CASSIA CRESCENT,34 CASSIA CRESCENT SINGAPORE 390034,33692.8714840133,32438.9998579044
36 CASSIA CRESCENT SINGAPORE 390036,36,NIL,1.30982050865202,103.885072242608,103.885072242608,390036,CASSIA CRESCENT,36 CASSIA CRESCENT SINGAPORE 390036,33759.6969568562,32458.8742397651
37 PINE LANE PINE VISTA SINGAPORE 390037,37,PINE VISTA,1.31001931691591,103.885548072773,103.885548072773,390037,PINE LANE,PINE VISTA,33812.6519445535,32480.8585422337
38 PINE LANE PINE VISTA SINGAPORE 390038,38,PINE VISTA,1.31029461289787,103.885829070889,103.885829070889,390038,PINE LANE,PINE VISTA,33843.9237659508,32511.300022034
39 JALAN TIGA PINE GREEN SINGAPORE 390039,39,PINE GREEN,1.30782060282339,103.885092299552,103.885092299552,390039,JALAN TIGA,PINE GREEN,33761.9336700495,32237.7348978631
41 JALAN TIGA OCBC JALAN TIGA - FAIRPRICE SINGAPORE 390041,41,OCBC JALAN TIGA - FAIRPRICE,1.30780796198663,103.884767622977,103.884767622977,390041,JALAN TIGA,OCBC JALAN TIGA - FAIRPRICE,33725.8002051078,32236.3363959435
42 CASSIA CRESCENT SINGAPORE 390042,42,NIL,1.31041140455932,103.886398004352,103.886398004352,390042,CASSIA CRESCENT,42 CASSIA CRESCENT SINGAPORE 390042,33907.2404530495,32524.2155825626
43 JALAN TIGA PINE GREEN SINGAPORE 390043,43,PINE GREEN,1.30813368626522,103.884729523853,103.884729523853,390043,JALAN TIGA,PINE GREEN,33721.5593881765,32272.3532383442
45 JALAN TIGA PINE GREEN SINGAPORE 390045,45,PINE GREEN,1.30863777720455,103.884644800061,103.884644800061,390045,JALAN TIGA,PINE GREEN,33712.1292767776,32328.0928502753
47 JALAN TIGA PINE GREEN SINGAPORE 390047,47,PINE GREEN,1.30876081841943,103.885032047857,103.885032047857,390047,JALAN TIGA,PINE GREEN,33755.226072982,32341.6990051195
49 JALAN TIGA PINE GREEN SINGAPORE 390049,49,PINE GREEN,1.30888261835169,103.885424848249,103.885424848249,390049,JALAN TIGA,PINE GREEN,33798.940820341,32355.1679249257
51 OLD AIRPORT ROAD 51 OLD AIRPORT ROAD FOOD CENTRE AND SHOPPING MALL SINGAPORE 390051,51,51 OLD AIRPORT ROAD FOOD CENTRE AND SHOPPING MALL,1.30825157725793,103.885833296453,103.885833296453,390051,OLD AIRPORT ROAD,51 OLD AIRPORT ROAD FOOD CENTRE AND SHOPPING MALL,33844.3987614186,32285.3915658146
52 CASSIA CRESCENT SINGAPORE 390052,52,NIL,1.31067221805457,103.88503171279,103.88503171279,390052,CASSIA CRESCENT,52 CASSIA CRESCENT SINGAPORE 390052,33755.1844242364,32553.0518301129
54 CASSIA CRESCENT SINGAPORE 390054,54,NIL,1.31004800551081,103.884678198119,103.884678198119,390054,CASSIA CRESCENT,54 CASSIA CRESCENT SINGAPORE 390054,33715.8429767722,32484.0287805814
58 DAKOTA CRESCENT SINGAPORE 390058,58,NIL,1.30730729862781,103.889390130934,103.889390130934,390058,DAKOTA CRESCENT,58 DAKOTA CRESCENT SINGAPORE 390058,34240.2437551534,32180.9866053741
60 DAKOTA CRESCENT SINGAPORE 390060,60,NIL,1.30728534060674,103.888505580319,103.888505580319,390060,DAKOTA CRESCENT,60 DAKOTA CRESCENT SINGAPORE 390060,34141.8014967032,32178.5564192291
62 DAKOTA CRESCENT SINGAPORE 390062,62,NIL,1.3076509314131,103.889069356653,103.889069356653,390062,DAKOTA CRESCENT,62 DAKOTA CRESCENT SINGAPORE 390062,34204.5436974708,32218.9829739109
87 JALAN SATU MOUNTBATTEN COMMUNITY CLUB SINGAPORE 390087,87,MOUNTBATTEN COMMUNITY CLUB,1.30920453703351,103.886918300106,103.886918300106,390087,JALAN SATU,MOUNTBATTEN COMMUNITY CLUB,33965.1473434186,32390.7675534394
88 JALAN SATU DAKOTA ONE SINGAPORE 390088,88,DAKOTA ONE,1.30998133769449,103.886563879164,103.886563879164,390088,JALAN SATU,DAKOTA ONE,33925.7017740896,32476.6613717359
89 JALAN SATU DAKOTA ONE SINGAPORE 390089,89,DAKOTA ONE,1.31071402683167,103.88681045102,103.88681045102,390089,JALAN SATU,DAKOTA ONE,33953.1411844613,32557.6789875887
90 JALAN SATU DAKOTA BREEZE SINGAPORE 390090,90,DAKOTA BREEZE,1.31014283362498,103.887673486561,103.887673486561,390090,JALAN SATU,DAKOTA BREEZE,34049.1903047794,32494.5214192793
91 JALAN SATU DAKOTA BREEZE SINGAPORE 390091,91,DAKOTA BREEZE,1.30950886274717,103.888129352423,103.888129352423,390091,JALAN SATU,DAKOTA BREEZE,34099.9254385503,32424.4212532789
92 JALAN SATU DAKOTA BREEZE SINGAPORE 390092,92,DAKOTA BREEZE,1.30981654427805,103.888843288251,103.888843288251,390092,JALAN SATU,DAKOTA BREEZE,34179.3790774159,32458.4448581468
93 JALAN DUA SINGAPORE 390093,93,NIL,1.30868190843585,103.887123739313,103.887123739313,390093,JALAN DUA,93 JALAN DUA SINGAPORE 390093,33988.0120507302,32332.9784357939
95 OLD AIRPORT ROAD SINGAPORE 390095,95,NIL,1.30840477810117,103.887347527399,103.887347527399,390095,OLD AIRPORT ROAD,95 OLD AIRPORT ROAD SINGAPORE 390095,34012.9182427395,32302.3353106864
97 JALAN DUA SINGAPORE 390097,97,NIL,1.30894624898234,103.888388917364,103.888388917364,390097,JALAN DUA,97 JALAN DUA SINGAPORE 390097,34128.8139589094,32362.2109215204
99 OLD AIRPORT ROAD SINGAPORE 390099,99,NIL,1.30858953829757,103.888244872808,103.888244872808,390099,OLD AIRPORT ROAD,99 OLD AIRPORT ROAD SINGAPORE 390099,34112.7840044647,32322.7673196122
